type;target;actual;timestamp
Steps;5000.0;7.476;2018-05-14 00:00:00 +0000
Steps;5000.0;5.535;2018-05-10 00:00:00 +0000
Steps;5000.0;10.946;2018-05-09 00:00:00 +0000
Steps;5000.0;12.897;2018-05-08 00:00:00 +0000
Steps;5000.0;5.171;2018-05-07 00:00:00 +0000
Steps;5000.0;5.596;2018-05-05 00:00:00 +0000
Steps;5000.0;9.292;2018-05-04 00:00:00 +0000
Steps;5000.0;6.433;2018-05-02 00:00:00 +0000
Steps;5000.0;7.816;2018-04-27 00:00:00 +0000
Steps;5000.0;7.155;2018-04-25 00:00:00 +0000
Steps;5000.0;6.074;2018-04-19 00:00:00 +0000
Steps;5000.0;7.763;2018-04-18 00:00:00 +0000
Steps;5000.0;16.721;2018-04-17 00:00:00 +0000
Steps;5000.0;17.391;2018-04-16 00:00:00 +0000
Steps;5000.0;13.050;2018-04-15 00:00:00 +0000
Steps;5000.0;12.133;2018-04-14 00:00:00 +0000
Steps;5000.0;11.139;2018-04-13 00:00:00 +0000
Steps;5000.0;9.817;2018-04-06 00:00:00 +0000
Steps;5000.0;7.884;2018-04-04 00:00:00 +0000
Steps;5000.0;5.381;2018-04-03 00:00:00 +0000
Steps;5000.0;7.888;2018-03-23 00:00:00 +0000
Steps;5000.0;5.872;2018-03-22 00:00:00 +0000
Steps;5000.0;7.500;2018-03-21 00:00:00 +0000
Steps;5000.0;6.143;2018-03-20 00:00:00 +0000
Steps;5000.0;5.352;2018-03-19 00:00:00 +0000
Steps;5000.0;11.350;2018-03-16 00:00:00 +0000
Steps;5000.0;7.660;2018-03-14 00:00:00 +0000
Steps;5000.0;6.792;2018-03-13 00:00:00 +0000
Steps;5000.0;8.014;2018-03-12 00:00:00 +0000
Steps;5000.0;15.526;2018-03-09 00:00:00 +0000
Steps;5000.0;6.057;2018-03-08 00:00:00 +0000
Steps;5000.0;5.417;2018-03-07 00:00:00 +0000
Steps;5000.0;5.522;2018-03-06 00:00:00 +0000
Steps;5000.0;6.186;2018-03-05 00:00:00 +0000
Steps;5000.0;8.553;2018-03-03 00:00:00 +0000
Steps;5000.0;11.545;2018-03-02 00:00:00 +0000
Steps;5000.0;6.303;2018-03-01 00:00:00 +0000
Steps;5000.0;8.462;2018-02-28 00:00:00 +0000
Steps;5000.0;6.159;2018-02-27 00:00:00 +0000
Steps;5000.0;5.291;2018-02-26 00:00:00 +0000
Steps;5000.0;7.426;2018-02-19 00:00:00 +0000
Steps;5000.0;5.600;2018-02-16 00:00:00 +0000
Steps;5000.0;12.661;2018-02-15 00:00:00 +0000
Steps;5000.0;20.872;2018-02-14 00:00:00 +0000
Steps;5000.0;8.995;2018-02-07 00:00:00 +0000
Steps;5000.0;7.012;2018-02-06 00:00:00 +0000
Steps;5000.0;7.715;2018-02-05 00:00:00 +0000
Steps;5000.0;6.801;2018-02-03 00:00:00 +0000
Steps;5000.0;8.472;2018-02-02 00:00:00 +0000
Steps;5000.0;9.703;2018-01-29 00:00:00 +0000
Steps;5000.0;9.683;2018-01-26 00:00:00 +0000
Steps;5000.0;5.708;2018-01-23 00:00:00 +0000
Steps;5000.0;6.378;2018-01-22 00:00:00 +0000
Steps;5000.0;8.226;2018-01-19 00:00:00 +0000
Steps;5000.0;5.998;2018-01-18 00:00:00 +0000
Steps;5000.0;7.246;2018-01-17 00:00:00 +0000
Steps;5000.0;5.321;2018-01-15 00:00:00 +0000
Steps;5000.0;10.907;2018-01-12 00:00:00 +0000
Steps;5000.0;9.136;2018-01-10 00:00:00 +0000
Steps;5000.0;5.761;2018-01-09 00:00:00 +0000
Steps;5000.0;16.346;2018-01-02 00:00:00 +0000
Steps;5000.0;5.202;2017-12-31 00:00:00 +0000
Steps;5000.0;9.061;2017-12-29 00:00:00 +0000
Steps;5000.0;6.355;2017-12-14 00:00:00 +0000
Steps;5000.0;7.941;2017-12-09 00:00:00 +0000
Steps;5000.0;8.779;2017-12-08 00:00:00 +0000
Steps;5000.0;6.061;2017-12-06 00:00:00 +0000
Steps;5000.0;5.612;2017-12-04 00:00:00 +0000
Steps;5000.0;7.759;2017-11-30 00:00:00 +0000
Steps;5000.0;5.246;2017-11-29 00:00:00 +0000
Steps;5000.0;9.967;2017-11-24 00:00:00 +0000
Steps;5000.0;6.561;2017-11-22 00:00:00 +0000
Steps;5000.0;7.004;2017-11-21 00:00:00 +0000
Steps;5000.0;6.569;2017-11-20 00:00:00 +0000
Steps;5000.0;11.089;2017-11-17 00:00:00 +0000
Steps;5000.0;6.722;2017-11-13 00:00:00 +0000
Steps;5000.0;14.593;2017-11-10 00:00:00 +0000
Steps;5000.0;6.591;2017-11-08 00:00:00 +0000
Steps;5000.0;9.395;2017-11-06 00:00:00 +0000
Steps;5000.0;7.355;2017-11-03 00:00:00 +0000
Steps;5000.0;7.751;2017-11-02 00:00:00 +0000
Steps;5000.0;6.231;2017-10-30 00:00:00 +0000
Steps;5000.0;14.609;2017-10-27 00:00:00 +0000
Steps;5000.0;9.190;2017-10-25 00:00:00 +0000
Steps;5000.0;7.019;2017-10-23 00:00:00 +0000
Steps;5000.0;5.510;2017-10-17 00:00:00 +0000
Steps;5000.0;10.275;2017-10-13 00:00:00 +0000
Steps;5000.0;5.537;2017-10-10 00:00:00 +0000
Steps;5000.0;6.640;2017-10-09 00:00:00 +0000
Steps;5000.0;5.192;2017-10-07 00:00:00 +0000
Steps;5000.0;7.874;2017-10-06 00:00:00 +0000
Steps;5000.0;7.973;2017-10-04 00:00:00 +0000
Steps;5000.0;10.039;2017-09-29 00:00:00 +0000
Steps;5000.0;6.215;2017-09-27 00:00:00 +0000
Steps;5000.0;5.638;2017-09-25 00:00:00 +0000
Steps;5000.0;10.311;2017-09-22 00:00:00 +0000
Steps;5000.0;7.167;2017-09-20 00:00:00 +0000
Steps;5000.0;5.319;2017-09-15 00:00:00 +0000
Steps;5000.0;5.548;2017-09-11 00:00:00 +0000
Steps;5000.0;13.321;2017-09-08 00:00:00 +0000
Steps;5000.0;20.126;2017-09-07 00:00:00 +0000
Steps;5000.0;7.892;2017-09-06 00:00:00 +0000
Steps;5000.0;6.547;2017-09-05 00:00:00 +0000
Steps;5000.0;8.260;2017-09-04 00:00:00 +0000
Steps;5000.0;5.122;2017-09-02 00:00:00 +0000
Steps;5000.0;8.998;2017-09-01 00:00:00 +0000
Steps;5000.0;6.863;2017-08-30 00:00:00 +0000
Steps;5000.0;8.086;2017-08-28 00:00:00 +0000
Steps;5000.0;12.406;2017-08-26 00:00:00 +0000
Steps;5000.0;9.200;2017-08-25 00:00:00 +0000
Steps;5000.0;14.101;2017-08-23 00:00:00 +0000
Steps;5000.0;12.791;2017-08-18 00:00:00 +0000
Steps;5000.0;7.005;2017-08-17 00:00:00 +0000
Steps;5000.0;8.490;2017-08-16 00:00:00 +0000
Steps;5000.0;5.754;2017-08-15 00:00:00 +0000
Steps;5000.0;5.852;2017-08-14 00:00:00 +0000
Steps;5000.0;6.013;2017-08-03 00:00:00 +0000
Steps;5000.0;12.586;2017-07-22 00:00:00 +0000
Steps;5000.0;6.147;2017-07-17 00:00:00 +0000
Steps;5000.0;5.419;2017-06-30 00:00:00 +0000
Steps;5000.0;9.284;2017-06-23 00:00:00 +0000
Steps;5000.0;9.405;2017-06-15 00:00:00 +0000
Steps;5000.0;6.690;2017-06-14 00:00:00 +0000
Steps;5000.0;6.380;2017-06-09 00:00:00 +0000
Steps;5000.0;5.282;2017-06-03 00:00:00 +0000
Steps;5000.0;10.231;2017-06-01 00:00:00 +0000
Steps;5000.0;9.607;2017-05-30 00:00:00 +0000
Steps;5000.0;5.734;2017-05-29 00:00:00 +0000
Steps;5000.0;13.938;2017-05-24 00:00:00 +0000
Steps;5000.0;20.065;2017-05-18 00:00:00 +0000
Steps;5000.0;19.244;2017-05-17 00:00:00 +0000
Steps;5000.0;17.568;2017-05-16 00:00:00 +0000
Steps;5000.0;12.509;2017-05-15 00:00:00 +0000
Steps;5000.0;6.565;2017-05-04 00:00:00 +0000
Steps;5000.0;6.761;2017-05-03 00:00:00 +0000
Steps;5000.0;5.147;2017-05-01 00:00:00 +0000
Steps;5000.0;5.922;2017-04-27 00:00:00 +0000
Steps;5000.0;9.739;2017-04-22 00:00:00 +0000
Steps;5000.0;5.209;2017-04-21 00:00:00 +0000
Steps;5000.0;7.684;2017-04-19 00:00:00 +0000
Steps;5000.0;5.262;2017-04-18 00:00:00 +0000
Steps;5000.0;5.506;2017-04-15 00:00:00 +0000
Steps;5000.0;7.256;2017-04-12 00:00:00 +0000
Steps;5000.0;12.190;2017-04-11 00:00:00 +0000
Steps;5000.0;7.597;2017-04-07 00:00:00 +0000
Steps;5000.0;11.626;2017-04-06 00:00:00 +0000
Steps;5000.0;7.283;2017-04-05 00:00:00 +0000
Steps;5000.0;7.279;2017-04-04 00:00:00 +0000
Steps;5000.0;5.914;2017-04-02 00:00:00 +0000
Steps;5000.0;9.136;2017-03-31 00:00:00 +0000
Steps;5000.0;5.395;2017-03-29 00:00:00 +0000
Steps;5000.0;5.578;2017-03-28 00:00:00 +0000
Steps;5000.0;10.022;2017-03-24 00:00:00 +0000
Steps;5000.0;7.257;2017-03-23 00:00:00 +0000
Steps;5000.0;5.344;2017-03-22 00:00:00 +0000
Steps;5000.0;6.342;2017-03-20 00:00:00 +0000
Steps;5000.0;9.596;2017-03-18 00:00:00 +0000
Steps;5000.0;11.029;2017-03-17 00:00:00 +0000
Steps;5000.0;7.153;2017-03-16 00:00:00 +0000
Steps;5000.0;7.851;2017-03-14 00:00:00 +0000
Steps;5000.0;5.453;2017-03-10 00:00:00 +0000
Steps;5000.0;6.114;2017-03-09 00:00:00 +0000
Steps;5000.0;5.641;2017-03-07 00:00:00 +0000
Steps;5000.0;7.155;2017-03-06 00:00:00 +0000
Steps;5000.0;13.638;2017-03-03 00:00:00 +0000
Steps;5000.0;6.653;2017-03-01 00:00:00 +0000
Steps;5000.0;5.267;2017-02-27 00:00:00 +0000
Steps;5000.0;11.758;2017-02-24 00:00:00 +0000
Steps;5000.0;6.725;2017-02-22 00:00:00 +0000
Steps;5000.0;6.026;2017-02-10 00:00:00 +0000
Steps;5000.0;5.607;2017-02-09 00:00:00 +0000
Steps;5000.0;5.337;2017-02-08 00:00:00 +0000
Steps;5000.0;6.551;2017-02-07 00:00:00 +0000
Steps;5000.0;5.536;2017-02-06 00:00:00 +0000
Steps;5000.0;6.346;2017-01-27 00:00:00 +0000
Steps;5000.0;5.156;2017-01-25 00:00:00 +0000
Steps;5000.0;5.405;2017-01-21 00:00:00 +0000
Steps;5000.0;6.652;2017-01-19 00:00:00 +0000
Steps;5000.0;13.371;2017-01-13 00:00:00 +0000
Steps;5000.0;5.324;2017-01-10 00:00:00 +0000
Steps;5000.0;5.663;2016-12-23 00:00:00 +0000
Steps;5000.0;10.206;2016-12-10 00:00:00 +0000
Steps;5000.0;11.767;2016-11-22 00:00:00 +0000
Steps;5000.0;6.531;2016-11-17 00:00:00 +0000
Steps;5000.0;7.022;2016-11-15 00:00:00 +0000
Steps;5000.0;5.507;2016-11-04 00:00:00 +0000
Steps;5000.0;5.355;2016-11-01 00:00:00 +0000
Steps;5000.0;6.208;2016-10-23 00:00:00 +0000
Steps;5000.0;10.827;2016-10-13 00:00:00 +0000
Steps;5000.0;11.504;2016-10-12 00:00:00 +0000
Steps;5000.0;13.616;2016-10-11 00:00:00 +0000
Steps;5000.0;5.327;2016-10-10 00:00:00 +0000
Steps;5000.0;8.411;2016-10-06 00:00:00 +0000
Steps;5000.0;8.631;2016-10-05 00:00:00 +0000
Steps;5000.0;6.555;2016-10-04 00:00:00 +0000
Steps;5000.0;5.392;2016-10-03 00:00:00 +0000
Steps;5000.0;5.576;2016-09-30 00:00:00 +0000
Steps;5000.0;5.309;2016-09-29 00:00:00 +0000
Steps;5000.0;7.261;2016-09-28 00:00:00 +0000
Steps;5000.0;8.940;2016-09-27 00:00:00 +0000
Steps;5000.0;6.891;2016-09-21 00:00:00 +0000
Steps;5000.0;10.731;2016-09-20 00:00:00 +0000
Steps;5000.0;9.406;2016-09-19 00:00:00 +0000
Steps;10000.0;12.584;2021-10-31 00:00:00 +0000
Steps;10000.0;12.802;2021-10-30 00:00:00 +0000
Steps;10000.0;11.137;2021-10-29 00:00:00 +0000
Steps;10000.0;12.582;2021-10-25 00:00:00 +0000
Steps;10000.0;13.506;2021-10-22 00:00:00 +0000
Steps;10000.0;10.264;2021-10-21 00:00:00 +0000
Steps;10000.0;11.464;2021-10-08 00:00:00 +0000
Steps;10000.0;16.797;2021-10-02 00:00:00 +0000
Steps;10000.0;10.894;2021-09-23 00:00:00 +0000
Steps;10000.0;18.033;2021-09-19 00:00:00 +0000
Steps;10000.0;17.497;2021-09-18 00:00:00 +0000
Steps;10000.0;14.009;2021-09-10 00:00:00 +0000
Steps;10000.0;15.853;2021-09-06 00:00:00 +0000
Steps;10000.0;11.838;2021-09-03 00:00:00 +0000
Steps;10000.0;24.635;2021-09-02 00:00:00 +0000
Steps;10000.0;19.722;2021-09-01 00:00:00 +0000
Steps;10000.0;20.024;2021-08-31 00:00:00 +0000
Steps;10000.0;12.500;2021-08-30 00:00:00 +0000
Steps;10000.0;11.695;2021-08-28 00:00:00 +0000
Steps;10000.0;10.001;2021-08-20 00:00:00 +0000
Steps;10000.0;12.489;2021-08-17 00:00:00 +0000
Steps;10000.0;14.006;2021-08-14 00:00:00 +0000
Steps;10000.0;12.468;2021-07-25 00:00:00 +0000
Steps;10000.0;11.733;2021-07-18 00:00:00 +0000
Steps;10000.0;14.340;2021-07-17 00:00:00 +0000
Steps;10000.0;18.324;2021-07-14 00:00:00 +0000
Steps;10000.0;15.293;2021-07-12 00:00:00 +0000
Steps;10000.0;16.505;2021-07-11 00:00:00 +0000
Steps;10000.0;15.428;2021-07-10 00:00:00 +0000
Steps;10000.0;14.580;2021-07-07 00:00:00 +0000
Steps;10000.0;12.885;2021-07-06 00:00:00 +0000
Steps;10000.0;11.523;2021-07-04 00:00:00 +0000
Steps;10000.0;13.071;2021-06-25 00:00:00 +0000
Steps;10000.0;11.194;2021-06-21 00:00:00 +0000
Steps;10000.0;11.152;2021-06-17 00:00:00 +0000
Steps;10000.0;11.911;2021-06-13 00:00:00 +0000
Steps;10000.0;10.056;2021-06-11 00:00:00 +0000
Steps;10000.0;14.311;2021-05-31 00:00:00 +0000
Steps;10000.0;11.345;2021-05-30 00:00:00 +0000
Steps;10000.0;10.399;2021-05-29 00:00:00 +0000
Steps;10000.0;14.484;2021-05-18 00:00:00 +0000
Steps;10000.0;14.110;2021-05-16 00:00:00 +0000
Steps;10000.0;15.654;2021-05-15 00:00:00 +0000
Steps;10000.0;17.183;2021-05-13 00:00:00 +0000
Steps;10000.0;10.447;2021-05-03 00:00:00 +0000
Steps;10000.0;11.692;2021-04-30 00:00:00 +0000
Steps;10000.0;11.130;2021-04-25 00:00:00 +0000
Steps;10000.0;14.939;2021-04-20 00:00:00 +0000
Steps;10000.0;10.377;2021-04-19 00:00:00 +0000
Steps;10000.0;11.452;2021-04-16 00:00:00 +0000
Steps;10000.0;15.130;2021-04-14 00:00:00 +0000
Steps;10000.0;19.742;2021-04-03 00:00:00 +0000
Steps;10000.0;15.237;2021-03-25 00:00:00 +0000
Steps;10000.0;10.371;2021-03-21 00:00:00 +0000
Steps;10000.0;16.313;2021-03-20 00:00:00 +0000
Steps;10000.0;12.188;2021-03-19 00:00:00 +0000
Steps;10000.0;13.065;2021-03-18 00:00:00 +0000
Steps;10000.0;15.270;2021-03-07 00:00:00 +0000
Steps;10000.0;10.900;2021-02-28 00:00:00 +0000
Steps;10000.0;14.890;2021-02-26 00:00:00 +0000
Steps;10000.0;11.157;2021-02-24 00:00:00 +0000
Steps;10000.0;15.132;2021-02-21 00:00:00 +0000
Steps;10000.0;14.856;2021-02-19 00:00:00 +0000
Steps;10000.0;19.366;2021-02-15 00:00:00 +0000
Steps;10000.0;13.687;2021-02-13 00:00:00 +0000
Steps;10000.0;14.397;2021-02-12 00:00:00 +0000
Steps;10000.0;16.778;2021-02-06 00:00:00 +0000
Steps;10000.0;16.638;2021-01-17 00:00:00 +0000
Steps;10000.0;10.780;2021-01-16 00:00:00 +0000
Steps;10000.0;14.010;2021-01-13 00:00:00 +0000
Steps;10000.0;13.233;2021-01-07 00:00:00 +0000
Steps;10000.0;14.809;2021-01-03 00:00:00 +0000
Steps;10000.0;10.045;2020-12-21 00:00:00 +0000
Steps;10000.0;10.739;2020-11-28 00:00:00 +0000
Steps;10000.0;10.590;2020-11-15 00:00:00 +0000
Steps;10000.0;21.691;2020-11-14 00:00:00 +0000
Steps;10000.0;14.581;2020-11-06 00:00:00 +0000
Steps;10000.0;19.230;2020-11-01 00:00:00 +0000
Steps;10000.0;13.193;2020-10-31 00:00:00 +0000
Steps;10000.0;10.667;2020-10-17 00:00:00 +0000
Steps;10000.0;10.852;2020-10-16 00:00:00 +0000
Steps;10000.0;16.701;2020-10-13 00:00:00 +0000
Steps;10000.0;10.239;2020-10-06 00:00:00 +0000
Steps;10000.0;13.663;2020-10-04 00:00:00 +0000
Steps;10000.0;11.796;2020-09-20 00:00:00 +0000
Steps;10000.0;16.589;2020-09-19 00:00:00 +0000
Steps;10000.0;17.479;2020-09-06 00:00:00 +0000
Steps;10000.0;11.148;2020-09-05 00:00:00 +0000
Steps;10000.0;10.553;2020-08-25 00:00:00 +0000
Steps;10000.0;12.090;2020-08-11 00:00:00 +0000
Steps;10000.0;10.079;2020-08-08 00:00:00 +0000
Steps;10000.0;11.176;2020-08-06 00:00:00 +0000
Steps;10000.0;14.212;2020-07-31 00:00:00 +0000
Steps;10000.0;13.382;2020-07-23 00:00:00 +0000
Steps;10000.0;12.606;2020-07-22 00:00:00 +0000
Steps;10000.0;11.905;2020-07-20 00:00:00 +0000
Steps;10000.0;12.790;2020-07-05 00:00:00 +0000
Steps;10000.0;10.290;2020-07-02 00:00:00 +0000
Steps;10000.0;11.753;2020-06-30 00:00:00 +0000
Steps;10000.0;10.584;2020-06-28 00:00:00 +0000
Steps;10000.0;10.232;2020-06-27 00:00:00 +0000
Steps;10000.0;12.235;2020-06-22 00:00:00 +0000
Steps;10000.0;13.637;2020-06-18 00:00:00 +0000
Steps;10000.0;16.711;2020-06-16 00:00:00 +0000
Steps;10000.0;10.177;2020-06-14 00:00:00 +0000
Steps;10000.0;13.389;2020-06-08 00:00:00 +0000
Steps;10000.0;11.069;2020-06-04 00:00:00 +0000
Steps;10000.0;12.736;2020-06-02 00:00:00 +0000
Steps;10000.0;13.432;2020-05-30 00:00:00 +0000
Steps;10000.0;12.491;2020-05-28 00:00:00 +0000
Steps;10000.0;14.982;2020-05-10 00:00:00 +0000
Steps;10000.0;12.319;2020-05-05 00:00:00 +0000
Steps;10000.0;15.604;2020-05-01 00:00:00 +0000
Steps;10000.0;11.765;2020-04-19 00:00:00 +0000
Steps;10000.0;14.434;2020-04-18 00:00:00 +0000
Steps;10000.0;11.747;2020-04-14 00:00:00 +0000
Steps;10000.0;14.471;2020-04-07 00:00:00 +0000
Steps;10000.0;11.583;2020-04-05 00:00:00 +0000
Steps;10000.0;17.037;2020-04-04 00:00:00 +0000
Steps;10000.0;10.880;2020-03-26 00:00:00 +0000
Steps;10000.0;13.323;2020-03-18 00:00:00 +0000
Steps;10000.0;11.938;2020-03-14 00:00:00 +0000
Steps;10000.0;10.917;2020-03-07 00:00:00 +0000
Steps;10000.0;11.291;2020-02-29 00:00:00 +0000
Steps;10000.0;11.862;2020-02-26 00:00:00 +0000
Steps;10000.0;13.079;2020-02-23 00:00:00 +0000
Steps;10000.0;13.835;2020-02-10 00:00:00 +0000
Steps;10000.0;16.234;2020-02-08 00:00:00 +0000
Steps;10000.0;12.963;2020-02-04 00:00:00 +0000
Steps;10000.0;12.437;2020-01-31 00:00:00 +0000
Steps;10000.0;11.109;2020-01-28 00:00:00 +0000
Steps;10000.0;11.334;2020-01-21 00:00:00 +0000
Steps;10000.0;15.100;2020-01-14 00:00:00 +0000
Steps;10000.0;14.463;2020-01-11 00:00:00 +0000
Steps;10000.0;13.391;2020-01-10 00:00:00 +0000
Steps;10000.0;12.096;2019-12-18 00:00:00 +0000
Steps;10000.0;11.355;2019-12-10 00:00:00 +0000
Steps;10000.0;12.298;2019-12-06 00:00:00 +0000
Steps;10000.0;12.114;2019-12-04 00:00:00 +0000
Steps;10000.0;10.023;2019-12-03 00:00:00 +0000
Steps;10000.0;12.002;2019-11-30 00:00:00 +0000
Steps;10000.0;12.948;2019-11-22 00:00:00 +0000
Steps;10000.0;10.088;2019-11-13 00:00:00 +0000
Steps;10000.0;10.070;2019-10-19 00:00:00 +0000
Steps;10000.0;10.255;2019-09-08 00:00:00 +0000
Steps;10000.0;12.260;2019-08-27 00:00:00 +0000
Steps;10000.0;16.603;2019-07-11 00:00:00 +0000
Steps;10000.0;13.440;2019-06-20 00:00:00 +0000
Steps;10000.0;22.604;2019-06-19 00:00:00 +0000
Steps;10000.0;22.313;2019-06-18 00:00:00 +0000
Steps;10000.0;16.028;2019-06-17 00:00:00 +0000
Steps;10000.0;18.745;2019-05-30 00:00:00 +0000
Steps;10000.0;10.262;2019-05-29 00:00:00 +0000
Steps;10000.0;10.616;2019-04-27 00:00:00 +0000
Steps;10000.0;11.798;2019-04-06 00:00:00 +0000
Steps;10000.0;12.442;2019-03-19 00:00:00 +0000
Steps;10000.0;31.682;2019-03-18 00:00:00 +0000
Steps;10000.0;20.505;2019-03-17 00:00:00 +0000
Steps;10000.0;22.131;2019-03-16 00:00:00 +0000
Steps;10000.0;15.731;2019-03-15 00:00:00 +0000
Steps;10000.0;11.490;2019-02-06 00:00:00 +0000
Steps;10000.0;11.442;2018-12-21 00:00:00 +0000
Steps;10000.0;11.292;2018-12-15 00:00:00 +0000
Steps;10000.0;16.359;2018-12-14 00:00:00 +0000
Steps;10000.0;12.052;2018-11-28 00:00:00 +0000
Steps;10000.0;13.403;2018-11-22 00:00:00 +0000
Steps;10000.0;11.724;2018-11-18 00:00:00 +0000
Steps;10000.0;16.091;2018-11-16 00:00:00 +0000
Steps;10000.0;12.656;2018-11-12 00:00:00 +0000
Steps;10000.0;14.521;2018-11-09 00:00:00 +0000
Steps;10000.0;15.129;2018-11-08 00:00:00 +0000
Steps;10000.0;14.887;2018-11-07 00:00:00 +0000
Steps;10000.0;15.455;2018-11-06 00:00:00 +0000
Steps;10000.0;10.100;2018-11-05 00:00:00 +0000
Steps;10000.0;12.829;2018-11-02 00:00:00 +0000
Steps;10000.0;14.773;2018-11-01 00:00:00 +0000
Steps;10000.0;14.205;2018-10-31 00:00:00 +0000
Steps;10000.0;11.572;2018-10-30 00:00:00 +0000
Steps;10000.0;11.277;2018-10-26 00:00:00 +0000
Steps;10000.0;15.593;2018-10-25 00:00:00 +0000
Steps;10000.0;12.496;2018-10-24 00:00:00 +0000
Steps;10000.0;10.693;2018-10-23 00:00:00 +0000
Steps;10000.0;13.513;2018-10-22 00:00:00 +0000
Steps;10000.0;14.439;2018-10-17 00:00:00 +0000
Steps;10000.0;12.806;2018-10-12 00:00:00 +0000
Steps;10000.0;15.939;2018-10-11 00:00:00 +0000
Steps;10000.0;10.139;2018-10-10 00:00:00 +0000
Steps;10000.0;17.787;2018-10-09 00:00:00 +0000
Steps;10000.0;11.142;2018-10-08 00:00:00 +0000
Steps;10000.0;12.624;2018-10-07 00:00:00 +0000
Steps;10000.0;11.347;2018-09-26 00:00:00 +0000
Steps;10000.0;11.275;2018-09-15 00:00:00 +0000
Steps;10000.0;11.380;2018-09-09 00:00:00 +0000
Steps;10000.0;12.429;2018-09-08 00:00:00 +0000
Steps;10000.0;10.944;2018-07-19 00:00:00 +0000
Steps;10000.0;10.259;2018-07-11 00:00:00 +0000
Steps;10000.0;13.101;2018-07-02 00:00:00 +0000
Steps;10000.0;11.452;2018-06-27 00:00:00 +0000
Steps;10000.0;19.633;2018-06-25 00:00:00 +0000
Steps;10000.0;23.457;2018-06-01 00:00:00 +0000
Steps;10000.0;14.895;2018-05-25 00:00:00 +0000
Steps;10000.0;10.001;2018-05-24 00:00:00 +0000
Steps;10000.0;12.931;2018-05-18 00:00:00 +0000
Steps;10000.0;12.760;2018-05-16 00:00:00 +0000
Steps;10000.0;11.602;2018-05-15 00:00:00 +0000
Steps;10000.0;10.946;2018-05-09 00:00:00 +0000
Steps;10000.0;12.897;2018-05-08 00:00:00 +0000
Steps;10000.0;16.721;2018-04-17 00:00:00 +0000
Steps;10000.0;17.391;2018-04-16 00:00:00 +0000
Steps;10000.0;13.050;2018-04-15 00:00:00 +0000
Steps;10000.0;12.133;2018-04-14 00:00:00 +0000
Steps;10000.0;11.139;2018-04-13 00:00:00 +0000
Steps;10000.0;11.350;2018-03-16 00:00:00 +0000
Steps;10000.0;15.526;2018-03-09 00:00:00 +0000
Steps;10000.0;11.545;2018-03-02 00:00:00 +0000
Steps;10000.0;12.661;2018-02-15 00:00:00 +0000
Steps;10000.0;20.872;2018-02-14 00:00:00 +0000
Steps;10000.0;10.907;2018-01-12 00:00:00 +0000
Steps;10000.0;16.346;2018-01-02 00:00:00 +0000
Steps;10000.0;11.089;2017-11-17 00:00:00 +0000
Steps;10000.0;14.593;2017-11-10 00:00:00 +0000
Steps;10000.0;14.609;2017-10-27 00:00:00 +0000
Steps;10000.0;10.275;2017-10-13 00:00:00 +0000
Steps;10000.0;10.039;2017-09-29 00:00:00 +0000
Steps;10000.0;10.311;2017-09-22 00:00:00 +0000
Steps;10000.0;13.321;2017-09-08 00:00:00 +0000
Steps;10000.0;20.126;2017-09-07 00:00:00 +0000
Steps;10000.0;12.406;2017-08-26 00:00:00 +0000
Steps;10000.0;14.101;2017-08-23 00:00:00 +0000
Steps;10000.0;12.791;2017-08-18 00:00:00 +0000
Steps;10000.0;12.586;2017-07-22 00:00:00 +0000
Steps;10000.0;10.231;2017-06-01 00:00:00 +0000
Steps;10000.0;13.938;2017-05-24 00:00:00 +0000
Steps;10000.0;20.065;2017-05-18 00:00:00 +0000
Steps;10000.0;19.244;2017-05-17 00:00:00 +0000
Steps;10000.0;17.568;2017-05-16 00:00:00 +0000
Steps;10000.0;12.509;2017-05-15 00:00:00 +0000
Steps;10000.0;12.190;2017-04-11 00:00:00 +0000
Steps;10000.0;11.626;2017-04-06 00:00:00 +0000
Steps;10000.0;10.022;2017-03-24 00:00:00 +0000
Steps;10000.0;11.029;2017-03-17 00:00:00 +0000
Steps;10000.0;13.638;2017-03-03 00:00:00 +0000
Steps;10000.0;11.758;2017-02-24 00:00:00 +0000
Steps;10000.0;13.371;2017-01-13 00:00:00 +0000
Steps;10000.0;10.206;2016-12-10 00:00:00 +0000
Steps;10000.0;11.767;2016-11-22 00:00:00 +0000
Steps;10000.0;10.827;2016-10-13 00:00:00 +0000
Steps;10000.0;11.504;2016-10-12 00:00:00 +0000
Steps;10000.0;13.616;2016-10-11 00:00:00 +0000
Steps;10000.0;10.731;2016-09-20 00:00:00 +0000
Steps;20000.0;24.635;2021-09-02 00:00:00 +0000
Steps;20000.0;20.024;2021-08-31 00:00:00 +0000
Steps;20000.0;21.691;2020-11-14 00:00:00 +0000
Steps;20000.0;22.604;2019-06-19 00:00:00 +0000
Steps;20000.0;22.313;2019-06-18 00:00:00 +0000
Steps;20000.0;31.682;2019-03-18 00:00:00 +0000
Steps;20000.0;20.505;2019-03-17 00:00:00 +0000
Steps;20000.0;22.131;2019-03-16 00:00:00 +0000
Steps;20000.0;23.457;2018-06-01 00:00:00 +0000
Steps;20000.0;20.872;2018-02-14 00:00:00 +0000
Steps;20000.0;20.126;2017-09-07 00:00:00 +0000
Steps;20000.0;20.065;2017-05-18 00:00:00 +0000
Steps;1000000.0;8.000.000;2021-07-16 00:00:00 +0000
